full_name,a,e,i,om,w,q,ad,per_y,data_arc,n_obs_used,H,first_obs,epoch
       (2011 OL51),3.114,0.6385,4.39,288.09,110.49,1.126,5.1,5.49,4193,872,19.74,2011-07-28,2460200.5
       (2011 OB57),0.9511,0.2423,4.91,296.2,223.75,0.721,1.18,0.928,28,12,26,2011-07-22,2460200.5
       (2011 OC57),2.123,0.4524,6.49,316.02,0.71,1.163,3.08,3.09,31,9,24.5,2011-07-26,2455783.5
       (2011 PS),1.806,0.5152,3.73,19.08,26.85,0.876,2.74,2.43,2067,143,20.4,2011-08-02,2460200.5
       (2011 PU),2.142,0.4251,6.71,305.66,9.38,1.231,3.05,3.13,1028,78,21.2,2011-08-02,2460200.5
       (2011 PX),2.209,0.4445,5.91,246.32,53.66,1.227,3.19,3.28,60,40,21.8,2011-08-03,2460200.5
       (2011 PN1),1.213,0.1292,1.95,155.94,141.89,1.056,1.37,1.34,5,7,27.4,2011-08-02,2455777.5
       (2011 PT1),1.613,0.3149,13.07,354.81,358.32,1.105,2.12,2.05,4277,324,20.33,2011-08-04,2460200.5
       (2011 PU1),1.304,0.2458,4.36,301.8,326.77,0.984,1.62,1.49,2090,110,25.6,2011-08-06,2460200.5
       (2011 PC2),2.104,0.445,9.46,114.09,197.24,1.168,3.04,3.05,1,6,24.02,2011-08-01,2455775.5
       (2011 PE2),2.17,0.5442,8.06,310.23,337.47,0.989,3.35,3.2,54,93,23.1,2011-08-08,2460200.5
       (2011 PF2),1.345,0.2285,21.87,330.61,302,1.038,1.65,1.56,942,75,22.1,2011-08-07,2460200.5
       (2011 PW6),1.671,0.5342,25.32,288.41,169.79,0.778,2.56,2.16,4322,64,18.6,2011-08-08,2460200.5
       (2011 PK10),1.769,0.4138,45.77,140.78,173.71,1.037,2.5,2.35,8,41,23.1,2011-08-14,2455791.5
       (2011 PP16),3.32,0.6738,11.72,213.17,219.7,1.083,5.56,6.05,8230,75,16.79,2001-05-24,2460200.5
       (2011 QE2),2.135,0.4182,7.26,346.45,336.28,1.242,3.03,3.12,34,66,22,2011-08-17,2460200.5
       (2011 QS2),1.679,0.5011,17.6,323.88,78.83,0.837,2.52,2.17,916,116,20.7,2011-08-20,2460200.5
       (2011 QT2),2.644,0.5984,1.07,77.11,233.91,1.062,4.23,4.3,140,64,22.58,2011-05-29,2460200.5
       (2011 QX8),1.754,0.3583,11.16,151.1,183.93,1.125,2.38,2.32,2574,59,23,2011-08-22,2460200.5
       (2011 QG9),2.724,0.6005,11.43,309.7,73.9,1.088,4.36,4.5,6748,178,20.5,2002-07-14,2460200.5
       (2011 QY11),2.572,0.5628,1.39,336.55,13.25,1.125,4.02,4.13,69,44,23,2011-08-23,2460200.5
       (2011 QZ13),1.989,0.3854,17.56,208.8,190.69,1.222,2.76,2.8,1138,67,20.1,2011-08-21,2460200.5
       (2011 QA14),2.185,0.5353,8.45,182.56,114.34,1.015,3.35,3.23,34,31,23.3,2011-08-22,2460200.5
       (2011 QC14),1.768,0.3974,10.41,328.21,1.92,1.065,2.47,2.35,11,46,23.6,2011-08-23,2455801.5
       (2011 QE14),2.277,0.5034,8.05,155.37,189.63,1.131,3.42,3.44,85,74,20.8,2011-08-24,2460200.5
       (2011 QG21),1.216,0.4387,18.78,324.97,255.08,0.683,1.75,1.34,1482,51,21.71,2011-08-22,2460200.5
       (2011 QJ21),1.06,0.3825,19.42,150.15,66.9,0.654,1.47,1.09,9,47,24.46,2011-08-24,2460200.5
       (2011 QE23),1.441,0.3009,2.1,353.2,314.63,1.007,1.87,1.73,9,44,25.8,2011-08-25,2460200.5
       (2011 QU37),2.174,0.4919,4.17,355.58,284.13,1.105,3.24,3.21,5,8,23.6,2011-08-24,2455798.5
       (2011 QV37),2.578,0.5139,13.57,337.23,3.64,1.253,3.9,4.14,8,11,24.2,2011-08-24,2455798.5
       (2011 QE38),2.417,0.5788,1.6,326.35,66.03,1.018,3.82,3.76,122,260,22.2,2011-08-28,2460200.5
       (2011 QC46),2.345,0.4748,4.49,290.5,131.91,1.232,3.46,3.59,6646,110,19.46,2005-01-06,2460200.5
       (2011 QE48),2.355,0.5215,11.23,350.27,335.15,1.127,3.58,3.61,51,129,21.6,2011-08-30,2460200.5
       (2011 QF48),2.128,0.6364,21.5,154.08,113.09,0.774,3.48,3.1,22,47,25.4,2011-08-30,2460200.5
       (2011 QS49),1.506,0.3375,2.22,349.07,33.19,0.997,2.01,1.85,13,65,24.2,2011-08-31,2460200.5
       (2011 QD50),1.241,0.5585,7.86,144.87,82.29,0.548,1.93,1.38,4,48,23.9,2011-08-31,2455806.5
       (2011 QH50),2.048,0.4587,1.16,172.7,153.22,1.108,2.99,2.93,18,22,25,2011-08-31,2455807.5
       (2011 QP96),2.815,0.6374,7.19,128.21,320.33,1.021,4.61,4.72,3920,216,18.63,2011-08-27,2460200.5
       (2011 RX),1.775,0.3055,2.26,270.89,87.72,1.233,2.32,2.37,56,26,23.3,2011-09-04,2460200.5
       (2011 RH1),1.466,0.2245,7.01,293.68,24.73,1.137,1.79,1.77,15,14,22.8,2011-08-24,2455804.5
       (2011 RJ1),2.552,0.5893,6.75,7.4,345.38,1.048,4.06,4.08,71,154,21.9,2011-09-07,2460200.5
       (2011 RV14),1.332,0.374,5,195.23,73.11,0.834,1.83,1.54,22,30,24.2,2011-09-10,2460200.5
       (2011 SF3),2.72,0.5974,9.77,167.19,198.59,1.095,4.34,4.48,3388,137,20.7,2011-09-14,2460200.5
